ANIO,FECHA_REGISTRO,REGION_FUENTE,NOMBRE_EXDH_DZ,PROVINCIA_FUENTE,CODIGO_DPA_CANTON,CANTON_FUENTE,PARROQUIA_FUENTE,TIPO_PARROQUIA_FUENTE,NOMBRE_EXCAC_OT,COORDENADA_X_FUENTE,COORDENADA_Y_FUENTE,COTA_FUENTE,PFAFSTETTER,SISTEMA_FUENTE,CUENCA_FUENTE,SUB_CUENCA_FUENTE,MICROCUENCA_FUENTE,TIPO_FUENTE,SITIO_CAPTACION_FUENTE,NOMBRE_FUENTE,NOMBRE_USO_APROVECHAMIENTO,NOMBRE_SUB_USO_APROVECHAMIENTO,GRUPO_USUARIO_AUTORIZADO,TIPO_USUARIO_AUTORIZADO,CODIGO_UNICO,CODIGO_PROCESO,ANIO_TRAMITE,NUMERO_PROCESO,CAUDAL_AUTORIZADO_LS,ESTADO_TRAMITE
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1705.0,RUMIÑAHUI,COTOGCHOA,RURAL,QUITO,784411.0,9959849.0,2603.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",RAMAL 2 HACIENDA LA MERCED ROBALINO,RIO SAN NICOLAS - ACEQUIA PAVON,RIEGO,CULTIVOS VARIOS,COMPAÑIAS,PARTICULAR,ES-QU-000145-126016,ES-QU-000145-2014,2014.0,145.0,3.9,VIGENTE
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1705.0,RUMIÑAHUI,COTOGCHOA,RURAL,QUITO,784411.0,9959849.0,2603.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",RAMAL 2 HACIENDA LA MERCED ROBALINO,RIO SAN NICOLAS - ACEQUIA PAVON,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,COMPAÑIAS,PARTICULAR,ES-QU-000145-126017,ES-QU-000145-2014,2014.0,145.0,0.01,VIGENTE
2020.0,2020-03-05,SIERRA,PASTAZA,COTOPAXI,505.0,SALCEDO,MULLIQUINDIL (SANTA ANA),RURAL,LATACUNGA,783134.0,9881430.0,3126.0,499697.0,PASTAZA,RIO PASTAZA,RIO CUTUCHI,RIO YANAYACU (SUBCUENCA RIO CUTUCHI),ACEQUIA,NO DETERMINADA,ACEQUIA PUCARA,RIEGO,NO DETERMINADA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,PA-LT-000289-122221,PA-LT-000289-2012,2012.0,289.0,0.0,CANCELADO
2020.0,2020-01-03,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,SAN FERNANDO,CABECERA CANTONAL,SANTA ISABEL,692999.0,9653899.0,2905.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR MORASPUGRO / PARROQUIA Y CANTON SAN FERNANDO,VERTIENTE INNOMINADA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-SI-004503-123168,JU-SI-004503-2005,2005.0,4503.0,0.075,VIGENTE
2020.0,2020-01-03,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,SAN FERNANDO,CABECERA CANTONAL,SANTA ISABEL,692999.0,9653899.0,2905.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR MORASPUGRO / PARROQUIA Y CANTON SAN FERNANDO,VERTIENTE INNOMINADA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-SI-004503-123169,JU-SI-004503-2005,2005.0,4503.0,0.18,VIGENTE
2020.0,2020-03-09,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,CHUMBLIN,RURAL,SANTA ISABEL,695470.0,9653321.0,2661.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BELLAVISTA - CHUMBLIN - SAN FERNANDO- AZUAY,"VERTIENTES INNOMINADAS 1,2,3",RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-SI-001427-126600,JU-SI-001427-2015,2015.0,1427.0,0.06,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,CHUMBLIN,RURAL,SANTA ISABEL,694799.0,9655495.0,2890.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR SUNILLANO O ERALOMA - CHUMBLIN - SAN FERNANDO,"VERTIENTES INNOMINADAS 1,2,3,4Y 5 HUMEDALES 1,2,3Y 4",CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-SI-000702-126969,JU-SI-000702-2013,2013.0,702.0,0.0104,VIGENTE
2020.0,2020-03-12,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,SAN FERNANDO,CABECERA CANTONAL,SANTA ISABEL,692340.0,9653071.0,2936.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR YAGUARCOCHA- SAN FERNENDO- AZUAY,"VERTIENTES INNOMINADAS 1,2,3, 4",RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-SI-001519-126579,JU-SI-001519-2015,2015.0,1519.0,0.126,VIGENTE
2020.0,2020-03-12,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,SAN FERNANDO,CABECERA CANTONAL,SANTA ISABEL,692340.0,9653071.0,2936.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR YAGUARCOCHA- SAN FERNENDO- AZUAY,"VERTIENTES INNOMINADAS 1,2,3, 4",ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-SI-001519-126578,JU-SI-001519-2015,2015.0,1519.0,0.0028,VIGENTE
2020.0,2020-03-12,SIERRA,JUBONES,AZUAY,107.0,SAN FERNANDO,SAN FERNANDO,CABECERA CANTONAL,SANTA ISABEL,692340.0,9653071.0,2936.0,13946.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO RIRCAY ALTO J.R. GIRON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR YAGUARCOCHA- SAN FERNENDO- AZUAY,"VERTIENTES INNOMINADAS 1,2,3, 4",CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-SI-001519-126567,JU-SI-001519-2015,2015.0,1519.0,0.0093,VIGENTE
2020.0,2020-01-08,SIERRA,GUAYAS,BOLIVAR,203.0,SAN JOSE DE CHIMBO,TELIMBELA,RURAL,GUARANDA,699256.0,9816482.0,870.0,14962.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO SANTA ROSA (SUBCUENCA RIO BABAHOYO),"VERTIENTES, MANANTIAL, ACUIFERO",CHIMBO / PARROQUIA TELIMBELA / RECINTO COPALILLO,VERTIENTES SIN NOMBRE DOS,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006473-119110,GU-GD-006473-2015,2015.0,6473.0,0.035,VIGENTE
2020.0,2020-01-08,SIERRA,GUAYAS,BOLIVAR,203.0,SAN JOSE DE CHIMBO,TELIMBELA,RURAL,GUARANDA,699256.0,9816482.0,870.0,14962.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO SANTA ROSA (SUBCUENCA RIO BABAHOYO),"VERTIENTES, MANANTIAL, ACUIFERO",CHIMBO / PARROQUIA TELIMBELA / RECINTO COPALILLO,VERTIENTES SIN NOMBRE DOS,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006473-119108,GU-GD-006473-2015,2015.0,6473.0,0.075,VIGENTE
2020.0,2020-07-22,SIERRA,GUAYAS,BOLIVAR,203.0,SAN JOSE DE CHIMBO,SAN SEBASTIAN,RURAL,GUARANDA,715801.0,9813734.0,2850.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTES RIO CHIMBO DJ RIO SALINAS DJ QUEBRADA SANTA ROSA,"VERTIENTES, MANANTIAL, ACUIFERO",CHIMBO / PARROQUIA SAN SEBASTIAN / PUNTO PACATON,VERTIENTE SIN NOMBRE,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-001239-118286,GU-GD-001239-1982,1982.0,1239.0,0.01,CANCELADO
2020.0,2020-07-28,SIERRA,GUAYAS,BOLIVAR,203.0,SAN JOSE DE CHIMBO,SAN SEBASTIAN,RURAL,GUARANDA,714551.0,9812234.0,2950.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,RIO PINDORATA,"VERTIENTES, MANANTIAL, ACUIFERO",CHIMBO / PARROQUIA SAN SEBASTIAN / RECINTO PACATON,VERTIENTE  2  SIN NOMBRE,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001485-118169,GU-GD-001485-1985,1985.0,1485.0,0.03,VIGENTE
2020.0,2020-08-04,SIERRA,GUAYAS,BOLIVAR,203.0,SAN JOSE DE CHIMBO,MAGDALENA (CHAPACOTO),RURAL,GUARANDA,711551.0,9815984.0,2860.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTES RIO CHIMBO DJ RIO SALINAS DJ QUEBRADA SANTA ROSA,"VERTIENTES, MANANTIAL, ACUIFERO",CHIMBO / PARROQUIA LA MAGDALENA / RECINTO COCHABAMBA Y YACHACHI,VERTIENTE CHIN BLANCO OREJUELA 1 Y 2,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-001697-118058,GU-GD-001697-1986,1986.0,1697.0,0.104,VIGENTE
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SANTIAGO,RURAL,GUARANDA,731339.0,9809226.0,3825.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,RIO CAÑI,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA SANTIAGO / SECTOR SANTA ROSA DE TOTORAS,"VERTIENTES CHUQUIRA, LIRIO NOS. 1, SALADO, TAURI NOS. 2 Y 1, MANCARRON",RIEGO,USO EN GENERAL,"DIRECTORIOS DE AGUAS, DIRECTIVOS",PARTICULAR,GU-GD-005798-122021,GU-GD-005798-2014,2014.0,5798.0,3.381,VIGENTE
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719119.0,9801053.0,2973.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,QUEBRADA,SAN MIGUEL / PARROQUIA MATRIZ / RECINTO QUISACOTO ALTO,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006316-121326,GU-GD-006316-2015,2015.0,6316.0,0.187,VIGENTE
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719042.0,9801038.0,3001.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / SECTOR QUISACOTO RECINTO QUISACOTO ALTO,"VERTIENTES QUISACOTO 1,2,3",RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-006305-119363,GU-GD-006305-2015,2015.0,6305.0,1.86,VIGENTE
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719730.0,9802242.0,2774.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / RECINTO SAN GERARDO,VERTIENTE SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006229-119362,GU-GD-006229-2014,2014.0,6229.0,0.288,VIGENTE
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719730.0,9802242.0,2774.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ /RECINTO SAN GERARDO,VERTIENTE SIN NOMBRE,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006229-350504,GU-GD-006229-2014,2014.0,6229.0,0.009,CANCELADO
2020.0,2020-01-09,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714854.0,9799494.0,2320.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,RIO,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / BARRIO DE SAN PABLO,RIO LA CHIMA,OTRAS ACTIVIDADES PRODUCTIVAS,USO DE FUERZA MECANICA EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-004604-120209,GU-GD-004604-2012,2012.0,4604.0,33.0,VIGENTE
2020.0,2020-01-17,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,712776.0,9810134.0,2860.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA MATRIZ / SECTOR YAGUI GRANDE,QUEBRADA ALPACHACA,CONSUMO HUMANO,OTROS1 D,CENTROS O INSTITUCIONES EDUCATIVAS,PARTICULAR,GU-GD-003269-117800,GU-GD-003269-1991,1991.0,3269.0,0.12,VIGENTE
2020.0,2020-03-09,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719413.0,9799413.0,2740.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / RECINTO SAN ISIDRO,VERTIENTE SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-004776-121735,GU-GD-004776-2012,2012.0,4776.0,0.335,VIGENTE
2020.0,2020-03-09,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,719413.0,9799413.0,2740.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / RECINTO SAN ISIDRO,VERTIENTE SIN NOMBRE,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-004776-121736,GU-GD-004776-2012,2012.0,4776.0,0.009,VIGENTE
2020.0,2020-03-09,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN VICENTE,RURAL,GUARANDA,720879.0,9811030.0,2437.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTES RIO CHIMBO DJ RIO SAN LORENZO AJ RIO CAÑI,QUEBRADA,SAN MIGUEL / PARROQUIA SAN VICENTE / RECINTO ARRAYAN LOMA,QUEBRADA PATUL,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-007808-129122,GU-GD-007808-2016,2016.0,7808.0,0.009,VIGENTE
2020.0,2020-06-24,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,BALSAPAMBA,RURAL,GUARANDA,697374.0,9803001.0,463.0,14964.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO CRISTAL Y DREN AL RIO CHANGUIL,QUEBRADA,SAN MIGUEL / BALSAPAMBA / SECTOR LA PLANCHA,QUEBRADA MUÑAPAMBA,TURISTICO,USO EN GENERAL PARA RECREATIVO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-003929-129679,GU-GD-003929-2009,2009.0,3929.0,0.061,VIGENTE
2020.0,2020-07-28,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,717901.0,9809884.0,2460.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / SECTOR LAGUATAN,VERTIENTE LA GUATAN YVERTIENTE  NØ 3 Y 4,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-001460-118107,GU-GD-001460-1985,1985.0,1460.0,0.005,VIGENTE
2020.0,2020-07-30,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714073.0,9803035.0,2692.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / SECTOR MORASPAMBA PUMAMAQUI,QUEBRADA SIN NOMBRE,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001605-123076,GU-GD-001605-2002,2002.0,1605.0,0.084,VIGENTE
2020.0,2020-07-30,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714073.0,9803035.0,2692.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / SECTOR MORASPAMBA PUMAMAQUI,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001605-123077,GU-GD-001605-2002,2002.0,1605.0,0.292,VIGENTE
2020.0,2020-07-30,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714073.0,9803035.0,2692.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / SECTOR MORASPAMBA PUMAMAQUI,QUEBRADA SIN NOMBRE,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001605-123075,GU-GD-001605-2002,2002.0,1605.0,0.002,VIGENTE
2020.0,2020-08-25,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714346.0,9807470.0,2664.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / RECINTO YAGUI,QUEBRADA YAQUI - QUITAGUAYCO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001951-120379,GU-GD-001951-2004,2004.0,1951.0,0.05,VIGENTE
2020.0,2020-08-25,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714346.0,9807470.0,2664.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / RECINTO YAGUI,QUEBRADA YAQUI - QUITAGUAYCO,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001951-120380,GU-GD-001951-2004,2004.0,1951.0,0.02,VIGENTE
2020.0,2020-08-25,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714346.0,9807470.0,2664.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / RECINTO YAGUI,QUEBRADA YAQUI - QUITAGUAYCO,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001951-120393,GU-GD-001951-2004,2004.0,1951.0,5.0,VIGENTE
2020.0,2020-09-16,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,713978.0,9803193.0,2736.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / SECTOR PUMAMAQUI,VERTIENTE SIN NOMBRE NO. 1,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-002316-122978,GU-GD-002316-2005,2005.0,2316.0,0.01,VIGENTE
2020.0,2020-09-16,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN PABLO  (SAN PABLO DE ATENAS),RURAL,GUARANDA,714027.0,9803063.0,2709.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA SAN PABLO DE ATENAS / SECTOR PUMAMAQUI,VERTIENTE SIN NOMBRE NO. 2,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-002316-122979,GU-GD-002316-2005,2005.0,2316.0,0.017,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,716595.0,9811956.0,2638.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,QUEBRADA,SAN MIGUEL / PARROQUIA MATRIZ / SECTOR EL SALADO,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002353-122975,GU-GD-002353-2005,2005.0,2353.0,0.2,VIGENTE
2020.0,2020-09-28,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,718778.0,9802314.0,3021.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / SECTOR OVEJERIA RECINTO SAN ANDRES,VERTIENTE OVEJERIA 2,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002633-122804,GU-GD-002633-2005,2005.0,2633.0,0.041,VIGENTE
2020.0,2020-09-28,SIERRA,GUAYAS,BOLIVAR,205.0,SAN MIGUEL,SAN MIGUEL,CABECERA CANTONAL,GUARANDA,718679.0,9802345.0,3084.0,14929.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,AFLUENTE RIO CHIMBO DJ QUEBRADA SANTA ROSA AJ RIO DE ALAMBRE,"VERTIENTES, MANANTIAL, ACUIFERO",SAN MIGUEL / PARROQUIA MATRIZ / SECTOR OVEJERIA RECINTO SAN ANDRES,"VERTIENTE OVEJERIA 1, 2",RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002633-122785,GU-GD-002633-2005,2005.0,2633.0,0.239,VIGENTE
